Date,Text,Likes,Retweets
2023-11-26,Market looks bearish today,86,74
2023-08-23,Banking stocks may rise tomorrow,305,47
2023-06-15,Hydropower stocks trending among investors,168,52
2023-07-24,Banking sector showing strong momentum,325,28
2022-06-06,Hydropower stocks trending among investors,190,72
2022-11-22,Market volatility creating trading opportunities,278,23
2023-05-21,Market volatility creating trading opportunities,488,16
2023-07-17,Banking stocks may rise tomorrow,239,76
2023-04-11,Market volatility creating trading opportunities,252,53
2023-06-29,Market looks bearish today,371,20
2023-08-21,Great opportunity to buy hydropower stocks,258,123
2022-02-17,Great opportunity to buy hydropower stocks,400,131
2023-09-02,Banking stocks may rise tomorrow,416,59
2022-10-13,Banking stocks may rise tomorrow,415,101
2022-11-03,Great opportunity to buy hydropower stocks,12,27
2022-03-16,Market volatility creating trading opportunities,10,38
2022-07-06,NEPSE might correct soon,222,53
2022-01-26,Hydropower stocks trending among investors,166,149
2023-01-24,Investors confident about long term growth,20,76
2022-01-21,Banking sector showing strong momentum,127,5
2023-03-16,Great opportunity to buy hydropower stocks,120,94
2022-08-16,Great opportunity to buy hydropower stocks,26,24
2022-06-06,Hydropower stocks trending among investors,169,43
2023-05-09,NEPSE might correct soon,412,145
2022-12-31,Hydropower stocks trending among investors,232,31
2023-03-05,Banking sector showing strong momentum,123,114
2022-07-08,Market looks bearish today,106,10
2023-10-27,Hydropower stocks trending among investors,444,97
2023-06-28,Investors confident about long term growth,219,56
2023-07-23,Hydropower stocks trending among investors,486,132
2023-08-20,Market volatility creating trading opportunities,17,24
2023-11-27,Market looks bearish today,446,121
2022-07-18,Market volatility creating trading opportunities,462,59
2022-07-16,Investors confident about long term growth,376,100
2023-07-12,Banking stocks may rise tomorrow,247,23
2022-03-25,Banking stocks may rise tomorrow,49,81
2023-07-15,Investors confident about long term growth,86,109
2023-06-17,Investors confident about long term growth,463,135
2023-05-26,Great opportunity to buy hydropower stocks,391,56
2023-07-31,Great opportunity to buy hydropower stocks,233,76
2023-11-02,NEPSE might correct soon,279,62
2022-08-13,Market looks bearish today,164,100
2022-02-28,Banking sector showing strong momentum,121,54
2022-04-15,Market volatility creating trading opportunities,145,43
2022-12-05,Investors confident about long term growth,55,9
2023-11-15,NEPSE might correct soon,395,55
2022-06-17,Banking sector showing strong momentum,149,110
2022-10-16,Great opportunity to buy hydropower stocks,100,18
2022-10-18,Market volatility creating trading opportunities,100,109
2022-11-03,Investors confident about long term growth,467,131
2022-07-08,Market looks bearish today,191,81
2022-03-06,NEPSE might correct soon,333,136
2023-06-09,Banking stocks may rise tomorrow,361,126
2023-06-06,Banking stocks may rise tomorrow,340,82
2023-08-02,Market volatility creating trading opportunities,209,29
2023-02-14,Banking stocks may rise tomorrow,278,18
2023-05-24,Investors confident about long term growth,328,89
2023-07-15,Great opportunity to buy hydropower stocks,298,17
2023-02-04,Banking stocks may rise tomorrow,371,41
2023-04-05,NEPSE might correct soon,412,49
2022-06-10,Market looks bearish today,180,36
2023-03-31,Banking sector showing strong momentum,254,140
2023-10-11,Great opportunity to buy hydropower stocks,447,78
2022-05-10,Investors confident about long term growth,139,12
2023-01-19,Market looks bearish today,319,25
2022-10-30,Banking sector showing strong momentum,163,48
2022-05-18,Hydropower stocks trending among investors,126,115
2023-11-20,Hydropower stocks trending among investors,64,142
2022-11-25,Market volatility creating trading opportunities,26,53
2022-04-10,Hydropower stocks trending among investors,453,51
2023-12-02,Banking sector showing strong momentum,166,114
2023-10-06,Investors confident about long term growth,365,89
2022-04-28,Great opportunity to buy hydropower stocks,257,36
2022-03-09,Great opportunity to buy hydropower stocks,374,119
2023-05-03,Great opportunity to buy hydropower stocks,442,135
2022-12-13,Investors confident about long term growth,103,97
2022-11-19,Banking stocks may rise tomorrow,433,48
2022-03-20,Market volatility creating trading opportunities,150,18
2022-03-26,Banking sector showing strong momentum,168,75
2023-10-22,Hydropower stocks trending among investors,487,29
2023-08-20,Market looks bearish today,429,35
2022-06-22,Hydropower stocks trending among investors,488,133
2023-09-27,Market volatility creating trading opportunities,185,10
2023-07-25,Market volatility creating trading opportunities,201,24
2022-04-07,Market volatility creating trading opportunities,286,68
2023-06-06,Hydropower stocks trending among investors,461,42
2023-02-18,Great opportunity to buy hydropower stocks,21,75
2022-10-18,Banking stocks may rise tomorrow,240,61
2022-03-09,Hydropower stocks trending among investors,478,25
2023-11-10,Banking stocks may rise tomorrow,45,66
2023-01-22,Great opportunity to buy hydropower stocks,475,71
2022-01-13,Great opportunity to buy hydropower stocks,182,36
2023-08-27,Hydropower stocks trending among investors,234,77
2023-04-10,Market volatility creating trading opportunities,133,148
2023-12-02,Investors confident about long term growth,223,126
2022-02-12,Banking sector showing strong momentum,154,108
2022-06-28,Hydropower stocks trending among investors,58,8
2022-11-03,Banking sector showing strong momentum,43,125
2022-06-21,Market volatility creating trading opportunities,13,62
2022-01-11,Market looks bearish today,52,15
2022-03-14,Great opportunity to buy hydropower stocks,437,19
2023-03-25,Investors confident about long term growth,477,48
2023-06-19,Investors confident about long term growth,151,73
2022-03-01,Great opportunity to buy hydropower stocks,45,63
2023-10-21,Banking stocks may rise tomorrow,86,72
2022-06-02,Banking stocks may rise tomorrow,142,101
2023-06-09,NEPSE might correct soon,322,108
2022-09-13,Banking stocks may rise tomorrow,410,10
2022-11-24,Hydropower stocks trending among investors,174,145
2022-01-20,Banking sector showing strong momentum,496,124
2022-05-06,Banking sector showing strong momentum,356,93
2023-06-18,NEPSE might correct soon,164,134
2023-11-01,Great opportunity to buy hydropower stocks,253,127
2022-03-24,Banking stocks may rise tomorrow,344,125
2023-09-25,Market looks bearish today,306,71
2022-02-24,Hydropower stocks trending among investors,303,62
2023-07-20,Investors confident about long term growth,26,114
2023-04-24,Investors confident about long term growth,255,33
2023-06-05,Market volatility creating trading opportunities,438,53
2023-11-07,Market looks bearish today,238,92
2023-07-09,Hydropower stocks trending among investors,153,85
2022-12-22,Banking stocks may rise tomorrow,108,91
2023-02-21,Hydropower stocks trending among investors,434,116
2022-11-13,Market volatility creating trading opportunities,387,14
2022-01-16,Banking sector showing strong momentum,499,117
2022-04-04,Hydropower stocks trending among investors,350,5
2022-12-17,Banking sector showing strong momentum,111,101
2023-04-06,Hydropower stocks trending among investors,316,46
2022-02-19,Investors confident about long term growth,499,61
2022-05-26,Banking sector showing strong momentum,239,43
2023-02-15,Banking stocks may rise tomorrow,111,141
2023-06-15,Market volatility creating trading opportunities,118,7
2023-07-10,Banking sector showing strong momentum,134,18
2022-02-06,Investors confident about long term growth,251,28
2022-11-21,Investors confident about long term growth,33,68
2022-06-11,Banking sector showing strong momentum,353,71
2023-09-15,Great opportunity to buy hydropower stocks,178,72
2022-12-17,Banking stocks may rise tomorrow,308,115
2022-04-12,Investors confident about long term growth,238,141
2022-07-28,Investors confident about long term growth,276,74
2022-08-25,Hydropower stocks trending among investors,443,83
2022-11-15,Investors confident about long term growth,79,100
2022-05-26,Market volatility creating trading opportunities,138,93
2022-03-30,Market looks bearish today,439,115
2023-05-06,Great opportunity to buy hydropower stocks,143,9
2022-02-24,Great opportunity to buy hydropower stocks,306,109
2022-02-24,NEPSE might correct soon,213,98
2023-11-17,NEPSE might correct soon,391,28
2022-12-09,Banking sector showing strong momentum,469,65
2023-09-28,Market looks bearish today,359,143
2022-09-12,Market volatility creating trading opportunities,458,82
2022-02-03,Banking sector showing strong momentum,384,104
2023-11-26,Banking sector showing strong momentum,290,1
2023-01-03,NEPSE might correct soon,247,114
2022-12-05,Investors confident about long term growth,260,25
2023-03-29,Market looks bearish today,358,43
2022-07-15,Banking sector showing strong momentum,59,85
2022-02-02,Banking sector showing strong momentum,379,21
2022-03-20,Banking sector showing strong momentum,141,121
2022-06-19,Great opportunity to buy hydropower stocks,77,23
2022-09-21,Market volatility creating trading opportunities,372,36
2022-10-21,NEPSE might correct soon,257,38
2023-11-30,Banking stocks may rise tomorrow,418,2
2023-08-26,Banking stocks may rise tomorrow,254,2
2023-07-02,NEPSE might correct soon,299,80
2023-08-16,Market looks bearish today,297,54
2023-09-11,Great opportunity to buy hydropower stocks,134,56
2023-03-02,Great opportunity to buy hydropower stocks,209,13
2022-11-07,Market looks bearish today,234,35
2022-01-27,Market looks bearish today,68,16
2022-05-05,Investors confident about long term growth,434,20
2022-01-31,Market volatility creating trading opportunities,258,83
2023-10-13,Market volatility creating trading opportunities,312,57
2023-01-02,Market looks bearish today,276,52
2023-06-25,Investors confident about long term growth,320,15
2022-03-08,Hydropower stocks trending among investors,383,137
2022-11-20,Banking stocks may rise tomorrow,488,109
2022-07-23,Banking stocks may rise tomorrow,11,46
2023-08-06,Great opportunity to buy hydropower stocks,440,68
2022-12-05,Investors confident about long term growth,357,141
2022-06-01,Banking sector showing strong momentum,296,144
2023-04-08,NEPSE might correct soon,440,100
2023-05-22,Hydropower stocks trending among investors,188,83
2023-08-23,Great opportunity to buy hydropower stocks,343,141
2023-01-18,Hydropower stocks trending among investors,10,47
2022-02-10,Banking stocks may rise tomorrow,368,142
2023-09-24,Hydropower stocks trending among investors,470,29
2023-09-11,Investors confident about long term growth,260,142
2023-11-29,Banking stocks may rise tomorrow,298,43
2023-03-09,Market volatility creating trading opportunities,498,64
2023-06-22,NEPSE might correct soon,37,92
2022-11-22,Market looks bearish today,421,88
2022-01-29,Great opportunity to buy hydropower stocks,359,143
2023-08-30,Market volatility creating trading opportunities,109,66
2023-09-21,Great opportunity to buy hydropower stocks,396,3
2023-02-24,Investors confident about long term growth,468,129
2022-10-04,Great opportunity to buy hydropower stocks,85,130
2022-11-30,Banking sector showing strong momentum,271,32
2023-05-01,NEPSE might correct soon,87,59
2023-11-08,Great opportunity to buy hydropower stocks,471,150
2022-10-06,Hydropower stocks trending among investors,110,121
2022-01-07,NEPSE might correct soon,138,68
2022-01-22,Hydropower stocks trending among investors,185,41
2022-07-31,Investors confident about long term growth,197,79
2023-04-29,Investors confident about long term growth,307,21
2023-07-31,Hydropower stocks trending among investors,157,23
2023-08-31,Market volatility creating trading opportunities,377,4
2022-10-22,NEPSE might correct soon,177,12
2023-11-23,Investors confident about long term growth,10,33
2023-02-01,Hydropower stocks trending among investors,371,138
2023-01-23,Banking stocks may rise tomorrow,39,76
2023-09-28,Great opportunity to buy hydropower stocks,434,94
2022-12-28,Banking stocks may rise tomorrow,310,87
2022-07-11,Banking sector showing strong momentum,145,46
2023-11-20,NEPSE might correct soon,88,98
2023-02-06,Banking stocks may rise tomorrow,309,43
2022-02-15,NEPSE might correct soon,248,38
2022-02-23,NEPSE might correct soon,406,121
2022-09-11,Investors confident about long term growth,15,55
2022-04-28,Banking stocks may rise tomorrow,255,6
2022-03-11,Great opportunity to buy hydropower stocks,390,135
2023-11-07,Banking sector showing strong momentum,104,137
2023-01-31,Hydropower stocks trending among investors,161,14
2022-02-28,Market looks bearish today,443,3
2022-10-07,Investors confident about long term growth,411,128
2022-08-03,Market looks bearish today,183,1
2022-07-25,Hydropower stocks trending among investors,199,67
2023-09-18,Banking sector showing strong momentum,406,103
2023-04-06,Market volatility creating trading opportunities,341,92
2022-05-20,Investors confident about long term growth,280,7
2023-10-09,Hydropower stocks trending among investors,290,51
2023-01-31,Banking sector showing strong momentum,493,12
2023-12-02,Market volatility creating trading opportunities,207,108
2023-06-30,Banking stocks may rise tomorrow,444,115
2023-07-06,Investors confident about long term growth,369,4
2023-04-03,NEPSE might correct soon,268,20
2023-11-05,Hydropower stocks trending among investors,314,92
2023-09-11,Great opportunity to buy hydropower stocks,105,8
2023-09-12,Investors confident about long term growth,484,58
2023-04-04,Great opportunity to buy hydropower stocks,27,12
2022-04-25,Hydropower stocks trending among investors,113,85
2022-07-24,Market volatility creating trading opportunities,475,63
2022-10-12,Investors confident about long term growth,362,126
2023-11-24,Market looks bearish today,166,14
2023-08-30,Investors confident about long term growth,429,130
2023-07-13,Market looks bearish today,445,94
2022-08-02,Banking stocks may rise tomorrow,10,141
2022-01-28,Hydropower stocks trending among investors,211,72
2023-07-05,NEPSE might correct soon,173,75
2023-11-19,Great opportunity to buy hydropower stocks,412,122
2022-11-24,Great opportunity to buy hydropower stocks,167,142
2022-10-10,Banking stocks may rise tomorrow,32,35
2022-12-10,Great opportunity to buy hydropower stocks,57,58
2023-04-06,Great opportunity to buy hydropower stocks,91,14
2022-05-29,Market looks bearish today,104,80
2022-01-16,Banking sector showing strong momentum,231,93
2022-12-30,NEPSE might correct soon,245,26
2022-01-15,Market looks bearish today,74,119
2023-10-10,Banking stocks may rise tomorrow,204,109
2022-07-01,Banking stocks may rise tomorrow,53,141
2022-09-25,Market looks bearish today,110,9
2022-06-11,Investors confident about long term growth,239,26
2023-11-27,NEPSE might correct soon,187,11
2023-03-12,Market volatility creating trading opportunities,371,47
2023-06-25,Investors confident about long term growth,283,81
2023-08-27,Banking stocks may rise tomorrow,411,63
2023-07-11,Great opportunity to buy hydropower stocks,143,24
2022-11-21,Market volatility creating trading opportunities,149,23
2023-03-04,Banking sector showing strong momentum,305,62
2022-02-10,NEPSE might correct soon,161,114
2022-10-13,Investors confident about long term growth,471,97
2022-07-25,Hydropower stocks trending among investors,74,74
2022-12-17,Banking sector showing strong momentum,228,65
2022-12-04,NEPSE might correct soon,327,77
2023-05-26,Banking sector showing strong momentum,104,12
2023-03-10,Banking sector showing strong momentum,151,139
2022-02-16,Great opportunity to buy hydropower stocks,344,2
2022-01-18,Banking stocks may rise tomorrow,117,8
2023-05-29,Banking stocks may rise tomorrow,303,57
2022-01-12,Great opportunity to buy hydropower stocks,273,48
2022-05-03,Hydropower stocks trending among investors,415,15
2022-10-19,Banking stocks may rise tomorrow,56,22
2023-07-22,Great opportunity to buy hydropower stocks,86,44
2022-05-29,NEPSE might correct soon,472,22
2023-06-30,Banking sector showing strong momentum,269,30
2022-01-28,Banking sector showing strong momentum,246,130
2023-01-17,Hydropower stocks trending among investors,362,29
2022-07-02,Great opportunity to buy hydropower stocks,32,53
2023-05-25,Hydropower stocks trending among investors,364,12
2023-10-29,Investors confident about long term growth,296,54
2023-01-23,Market volatility creating trading opportunities,369,65
2023-04-14,Hydropower stocks trending among investors,344,12
2023-09-16,NEPSE might correct soon,254,13
2022-10-04,Investors confident about long term growth,414,123
2022-05-05,Market looks bearish today,170,55
2022-06-15,Great opportunity to buy hydropower stocks,290,94
2023-07-02,NEPSE might correct soon,419,122
2023-05-17,NEPSE might correct soon,362,138
2022-06-20,Market volatility creating trading opportunities,239,50
2022-08-12,Banking stocks may rise tomorrow,263,141
2023-09-12,Hydropower stocks trending among investors,413,20
2023-02-20,Banking stocks may rise tomorrow,441,136
2023-02-22,Banking stocks may rise tomorrow,499,27
2023-06-29,Market volatility creating trading opportunities,189,15
2022-08-23,Banking stocks may rise tomorrow,368,12
2023-03-21,Great opportunity to buy hydropower stocks,353,89
2022-09-12,NEPSE might correct soon,345,111
2022-10-18,Investors confident about long term growth,444,108
2022-04-18,Investors confident about long term growth,461,82
2022-04-15,Hydropower stocks trending among investors,137,24
2023-09-01,Hydropower stocks trending among investors,55,76
2023-10-16,Great opportunity to buy hydropower stocks,338,75
2023-02-07,Market volatility creating trading opportunities,56,55
2022-12-06,NEPSE might correct soon,443,89
2022-08-12,Investors confident about long term growth,191,146
2022-03-11,Market volatility creating trading opportunities,100,98
2023-07-31,Market volatility creating trading opportunities,269,81
2022-03-27,Banking sector showing strong momentum,74,40
2022-03-04,Market volatility creating trading opportunities,459,83
2022-01-06,Investors confident about long term growth,133,137
2022-02-14,Banking sector showing strong momentum,457,147
2023-02-06,Investors confident about long term growth,120,16
2023-04-11,Hydropower stocks trending among investors,470,142
2023-06-19,Market looks bearish today,150,27
2022-04-28,NEPSE might correct soon,124,3
2023-03-01,Market volatility creating trading opportunities,191,40
2022-11-11,Hydropower stocks trending among investors,433,57
2022-03-01,Great opportunity to buy hydropower stocks,249,19
2023-06-04,Investors confident about long term growth,48,76
2022-08-26,NEPSE might correct soon,168,109
2023-11-06,Great opportunity to buy hydropower stocks,390,56
2022-09-11,Market volatility creating trading opportunities,212,68
2023-11-16,Hydropower stocks trending among investors,148,80
2023-05-01,Banking sector showing strong momentum,305,36
2022-02-28,Market looks bearish today,376,26
2022-05-18,Investors confident about long term growth,443,76
